S.No,Name,Address,Latitude,Longitude,Website,Type,Stream,Branch,Course,District,Code,Zone,State
8889,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Computer Science,Computer Science and Engineering with Big Data Analytics,Kanchipuram,KC,TN North,Tamil Nadu
8890,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Computer Science,Computer Science and Engineering with specialisation in Cloud Computing,Kanchipuram,KC,TN North,Tamil Nadu
8891,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Computer Science,Computer Science and Engineering with specialisation in Computer Networking,Kanchipuram,KC,TN North,Tamil Nadu
8892,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Computer Science,Computer Science and Engineering with specialisation in Cyber Security,Kanchipuram,KC,TN North,Tamil Nadu
8893,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Computer Science,CSE with specialisation in Internet of Things,Kanchipuram,KC,TN North,Tamil Nadu
8894,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Mechanical,Mechanical Engineering with specialisation in CAD / CAM,Kanchipuram,KC,TN North,Tamil Nadu
8895,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Computer Science,CSE with specialisation in Information Technology,Kanchipuram,KC,TN North,Tamil Nadu
8896,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Computer Science,Computer Science and Engineering with specialisation in Cloud and Mobile Based Applications,Kanchipuram,KC,TN North,Tamil Nadu
8897,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Electrical,Electrical and Electronics Engineering,Kanchipuram,KC,TN North,Tamil Nadu
8898,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Electrical,Electronics and Communication Engineering,Kanchipuram,KC,TN North,Tamil Nadu
8899,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Electrical,Electronics and Computer Engineering,Kanchipuram,KC,TN North,Tamil Nadu
8900,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Electrical,Electronics and Communication Engineering with specialisation in Biomedical Engineering,Kanchipuram,KC,TN North,Tamil Nadu
8901,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Electrical,Electronics and Communication Engineering with specialisation in Instrumentation Enigneering,Kanchipuram,KC,TN North,Tamil Nadu
8902,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Electrical,Electronics and Communication Engineering with specialisation in Embedded Systems,Kanchipuram,KC,TN North,Tamil Nadu
8903,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Electrical,Electronics and Communication Engineering with specialisation in Signal Processing,Kanchipuram,KC,TN North,Tamil Nadu
8904,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Computer Science,Information Technology,Kanchipuram,KC,TN North,Tamil Nadu
8905,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Mechanical,Mechanical Engineering,Kanchipuram,KC,TN North,Tamil Nadu
8906,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Mechanical,Mechanical and Automation Engineering,Kanchipuram,KC,TN North,Tamil Nadu
8907,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Mechanical,Mechanical Engineering with specialisation in Robotics,Kanchipuram,KC,TN North,Tamil Nadu
8908,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Mechanical,Mechanical Engineering with specialisation in Smart Manufacturing,Kanchipuram,KC,TN North,Tamil Nadu
8909,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Mechanical,Mechatronics Engineering with specialisation in Robotics,Kanchipuram,KC,TN North,Tamil Nadu
8910,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Mechanical,Mechatronics Engineering,Kanchipuram,KC,TN North,Tamil Nadu
8911,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Electrical,Nano Technology,Kanchipuram,KC,TN North,Tamil Nadu
8912,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Mechanical,Robotics and Automation,Kanchipuram,KC,TN North,Tamil Nadu
8913,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Mechanical,Aerospace Engineering,Kanchipuram,KC,TN North,Tamil Nadu
8914,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Engineering,Mechanical,Automobile Engineering,Kanchipuram,KC,TN North,Tamil Nadu
8915,"SRM University,  Vadapalani","c block no.1, Jawaharlal Nehru Salai, Vadapalani, Chennai, Tamil Nadu 600026, India",13.1,80.21,http://www.srmuniv.ac.in/,Deemed University,Engineering,Mechanical,Automobile with specialisation in Automotive Electronics,Kanchipuram,KC,TN North,Tamil Nadu
8916,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Music and Fine Arts,Fine Arts,B.Sc. Fashion Designing,Kanchipuram,KC,TN North,Tamil Nadu
8917,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Music and Fine Arts,Fine Arts,B.Sc. Film Technology,Kanchipuram,KC,TN North,Tamil Nadu
8918,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Music and Fine Arts,Fine Arts,B.Sc. Visual Communication,Kanchipuram,KC,TN North,Tamil Nadu
8919,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Music and Fine Arts,Fine Arts,B.A. Bharatanatyam,Kanchipuram,KC,TN North,Tamil Nadu
8920,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Music and Fine Arts,Fine Arts,B.A. Music,Kanchipuram,KC,TN North,Tamil Nadu
8921,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Law,Law,B.Com. L.L.B. - Hons.,Kanchipuram,KC,TN North,Tamil Nadu
8922,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Law,Law,B.A. L.L.B. - Hons,Kanchipuram,KC,TN North,Tamil Nadu
8923,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Medical,M.B.B.S,MBBS,Kanchipuram,KC,TN North,Tamil Nadu
8924,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,More courses,Catering,B.Sc. Hotel and Catering Management,Kanchipuram,KC,TN North,Tamil Nadu
8925,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Sports,Sports,B.Sc. Physical Education,Kanchipuram,KC,TN North,Tamil Nadu
8926,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Arts Commerce & Science,Science,B.Sc. Biotechnology,Kanchipuram,KC,TN North,Tamil Nadu
8927,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Arts Commerce & Science,Science,B.Sc. Computer Science,Kanchipuram,KC,TN North,Tamil Nadu
8928,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Arts Commerce & Science,Science,B.Sc. Chemistry,Kanchipuram,KC,TN North,Tamil Nadu
8929,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Arts Commerce & Science,Science,B.Sc. Mathematics,Kanchipuram,KC,TN North,Tamil Nadu
8930,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Arts Commerce & Science,Science,B.C.A.,Kanchipuram,KC,TN North,Tamil Nadu
8931,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.8,80.05,http://www.srmuniv.ac.in/,Deemed University,Arts Commerce & Science,Science,B.Sc. Physics,Kanchipuram,KC,TN North,Tamil Nadu
8932,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203, India",12.8,80.05,http://www.srmuniv.ac.in/content/school-law-0,Deemed University,Law,Law,B.A. L.L.B. - Hons,Kanchipuram,KC,TN North,Tamil Nadu
8933,"SRM University, Kattankulathur","Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203, India",12.8,80.05,http://www.srmuniv.ac.in/content/school-law-0,Deemed University,Law,Law,B.Com. L.L.B. - Hons.,Kanchipuram,KC,TN North,Tamil Nadu
8934,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Agriculture,Agriculture,B.Sc. Hons. Agriculture,Chennai,CH,TN North,Tamil Nadu
8935,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Engineering,Architecture,Architecture,Chennai,CH,TN North,Tamil Nadu
8936,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Arts and Humanities,B.A. Sociology,Chennai,CH,TN North,Tamil Nadu
8937,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Arts and Humanities,B.A. Political Science,Chennai,CH,TN North,Tamil Nadu
8938,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Arts and Humanities,B.A. English,Chennai,CH,TN North,Tamil Nadu
8939,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Arts and Humanities,B.A. Economics,Chennai,CH,TN North,Tamil Nadu
8940,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Arts and Humanities,B.A. Tamil,Chennai,CH,TN North,Tamil Nadu
8941,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Arts and Humanities,B.A. Business Economics,Chennai,CH,TN North,Tamil Nadu
8942,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Arts and Humanities,B.A. Historical Studies,Chennai,CH,TN North,Tamil Nadu
8943,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Arts and Humanities,B.A. Journalism,Chennai,CH,TN North,Tamil Nadu
8944,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Commerce and Business,B.Com. Corporate Secretaryship,Chennai,CH,TN North,Tamil Nadu
8945,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Commerce and Business,B.B.A.,Chennai,CH,TN North,Tamil Nadu
8946,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Commerce and Business,B.Com.,Chennai,CH,TN North,Tamil Nadu
8947,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Engineering,Computer Science,Information Technology,Chennai,CH,TN North,Tamil Nadu
8948,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Engineering,Bio Technology,Biomedical Engineering,Chennai,CH,TN North,Tamil Nadu
8949,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Engineering,Mechanical,Mechanical Engineering,Chennai,CH,TN North,Tamil Nadu
8950,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Engineering,Civil,Civil Engineering,Chennai,CH,TN North,Tamil Nadu
8951,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Engineering,Computer Science,Computer Science and Engineering,Chennai,CH,TN North,Tamil Nadu
8952,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Engineering,Electrical,Electronics and Communication Engineering,Chennai,CH,TN North,Tamil Nadu
8953,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Engineering,Electrical,Electrical and Electronics Engineering,Chennai,CH,TN North,Tamil Nadu
8954,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Music and Fine Arts,Fine Arts,B.Sc. Visual Communication,Chennai,CH,TN North,Tamil Nadu
8955,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Science,B.Sc. Environmental Science,Chennai,CH,TN North,Tamil Nadu
8956,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Science,B.C.A.,Chennai,CH,TN North,Tamil Nadu
8957,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Science,B.Sc. Mathematics,Chennai,CH,TN North,Tamil Nadu
8958,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Science,B.Sc. Physics,Chennai,CH,TN North,Tamil Nadu
8959,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Science,B.Sc. Chemistry,Chennai,CH,TN North,Tamil Nadu
8960,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Science,B.Sc. Biochemistry,Chennai,CH,TN North,Tamil Nadu
8961,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Science,B.Sc. Computer Science,Chennai,CH,TN North,Tamil Nadu
8962,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Science,B.Sc. Biotechnology,Chennai,CH,TN North,Tamil Nadu
8963,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.1,80.12,http://spiher.ac.in/,Deemed University,Arts Commerce & Science,Science,B.Sc. Microbiology,Chennai,CH,TN North,Tamil Nadu
8964,Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,"400 feet Outer Ring Road, Avadi, Chennai, Tamil Nadu 600062, India",13.2,80.1,https://www.veltech.edu.in/vel-tech-profile/,Deemed University,Law,Law,B.A. L.L.B. - Hons,Chennai,CH,TN North,Tamil Nadu
8965,Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,"400 feet Outer Ring Road, Avadi, Chennai, Tamil Nadu 600062, India",13.2,80.1,https://www.veltech.edu.in/vel-tech-profile/,Deemed University,Law,Law,B.Com. L.L.B. - Hons.,Chennai,CH,TN North,Tamil Nadu
8966,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Agriculture,Agriculture,B.Sc. Hons. Agriculture,Vellore,VE,TN North,Tamil Nadu
8967,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Engineering,Architecture,Architecture,Vellore,VE,TN North,Tamil Nadu
8968,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Arts Commerce & Science,Commerce and Business,B.Com.,Vellore,VE,TN North,Tamil Nadu
8969,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Arts Commerce & Science,Commerce and Business,B.B.A.,Vellore,VE,TN North,Tamil Nadu
8970,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Engineering,Bio Technology,Bio-Technology,Vellore,VE,TN North,Tamil Nadu
8971,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Engineering,Civil,Civil Engineering,Vellore,VE,TN North,Tamil Nadu
8972,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Engineering,Chemical,Chemical Engineering,Vellore,VE,TN North,Tamil Nadu
8973,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Engineering,Computer Science,Computer Science and Engineering,Vellore,VE,TN North,Tamil Nadu
8974,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Engineering,Computer Science,Computer Science and Engineering with specialisation in Bioinformatics,Vellore,VE,TN North,Tamil Nadu
8975,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Engineering,Computer Science,Computer Science and Engineering with specialization in Information Security,Vellore,VE,TN North,Tamil Nadu
8976,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Engineering,Electrical,Electronics and Communication Engineering,Vellore,VE,TN North,Tamil Nadu
8977,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Engineering,Electrical,Electronics and Communication Engineering with speciaisation in IoT and Sensor,Vellore,VE,TN North,Tamil Nadu
8978,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Engineering,Electrical,Electrical and Electronics Engineering,Vellore,VE,TN North,Tamil Nadu
8979,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Engineering,Electrical,Electronics and Instrumentation Engineering,Vellore,VE,TN North,Tamil Nadu
8980,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Engineering,Electrical,Electronics and Communication with specialisation in Biomedical Engineering,Vellore,VE,TN North,Tamil Nadu
8981,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Engineering,Electrical,Electronics and Communication with speciaisation In Sensors and Wearable Technology,Vellore,VE,TN North,Tamil Nadu
8982,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Engineering,Computer Science,Information Technology,Vellore,VE,TN North,Tamil Nadu
8983,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Engineering,Mechanical,Mechanical Engineering,Vellore,VE,TN North,Tamil Nadu
8984,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Engineering,Mechanical,Mechanical - specialisation in Energy Engineering,Vellore,VE,TN North,Tamil Nadu
8985,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Engineering,Mechanical,Mechanical - specialisation in Automotive Engineering,Vellore,VE,TN North,Tamil Nadu
8986,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Engineering,Mechanical,Production and Industrial Engineering,Vellore,VE,TN North,Tamil Nadu
8987,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Engineering,Others,Fashion Technology,Vellore,VE,TN North,Tamil Nadu
8988,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Music and Fine Arts,Fine Arts,B.Des. Industrial Design,Vellore,VE,TN North,Tamil Nadu
8989,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Law,Law,B.A. L.L.B. - Hons,Vellore,VE,TN North,Tamil Nadu
8990,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",13,79.16,www.vit.ac.in,Deemed University,Law,Law,B.B.A. L.L.B. - Hons.,Vellore,VE,TN North,Tamil Nadu
