S.No,Name,Address,Latitude,Longitude,Website,Type,Stream,Branch,Course,District,Code,Zone,State
1,A R J POLYTECHNIC COLLEGE,"Edayarnatham, Tamil Nadu 614001, India",10.6,79.45,www.arj.edu.in/,Self Finance,Polytechnic College,Polytechnic College,,Tiruvarur,TR,TN Central,Tamil Nadu
2,A V C POLYTECHNIC COLLEGE,"Mayiladuthurai - Akkur Rd, Mannampandal, Mayiladuthurai, Tamil Nadu 609305, India",11.1,79.69,www.avcpoly.net/,Self Finance,Polytechnic College,Polytechnic College,,Mayiladuthurai,MYD,TN Central,Tamil Nadu
3,A V S Engineering College,"Military Road, Near Sakthi Kailash Womens College, Ammapet, Salem(Dt.),Pin 636003",11.7,78.18,www.avsenggcollege.ac.in,Self Finance,Engineering,Civil,Civil Engineering,Salem,SA,TN West,Tamil Nadu
4,A V S Engineering College,"Military Road, Near Sakthi Kailash Womens College, Ammapet, Salem(Dt.),Pin 636003",11.7,78.18,www.avsenggcollege.ac.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Salem,SA,TN West,Tamil Nadu
5,A V S Engineering College,"Military Road, Near Sakthi Kailash Womens College, Ammapet, Salem(Dt.),Pin 636003",11.7,78.18,www.avsenggcollege.ac.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Salem,SA,TN West,Tamil Nadu
6,A V S Engineering College,"Military Road, Near Sakthi Kailash Womens College, Ammapet, Salem(Dt.),Pin 636003",11.7,78.18,www.avsenggcollege.ac.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Salem,SA,TN West,Tamil Nadu
7,A V S Engineering College,"Military Road, Near Sakthi Kailash Womens College, Ammapet, Salem(Dt.),Pin 636003",11.7,78.18,www.avsenggcollege.ac.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Salem,SA,TN West,Tamil Nadu
8,A.Dr.VIMAL COLLEGE OF NURSING,"NH 234, Vellore Arni Highway Dharmavaram Road, Nelvoy,Pennathur,, Vellore, Tamil Nadu 632011, India",12.8,79.13,http://stjohnsinstitutions.com/nursing.php,Self Finance,Medical,Allied Health Sciences,B.Sc. Nursing,Vellore,VE,TN North,Tamil Nadu
9,A.G. Arts & Science College For Women,South Avinashipalayam.,10,78.77,,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Tiruppur,TP,TN West,Tamil Nadu
10,A.J.K.College of Arts And Science,"Palakkad Main Road, Navakkarai, Coimbatore - 641 105. Ph: 0422-2363400, 3225252",10.9,76.87,http://www.ajkcas.com,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Coimbatore,CO,TN West,Tamil Nadu
11,A.K.T MEMORIAL POLYTECHNIC COLLEGE,"AKT Nagar, AKT Memorial College Rd, Kallakurichi, Tamil Nadu 606202, India",11.7,78.98,http://www.aktpolytechnic.com/,Self Finance,Polytechnic College,Polytechnic College,,Kallakurichi,KL,TN Central,Tamil Nadu
12,A.K.T. Memorial College of Engineering and Technology,"A.K.T Nagar, Neelamangalam, Villupuram(Dt.),Pin 606202",11.7,78.98,www.aktengg.in,Self Finance,Engineering,Civil,Civil Engineering,Viluppuram,VL,TN Central,Tamil Nadu
13,A.K.T. Memorial College of Engineering and Technology,"A.K.T Nagar, Neelamangalam, Villupuram(Dt.),Pin 606202",11.7,78.98,www.aktengg.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Viluppuram,VL,TN Central,Tamil Nadu
14,A.K.T. Memorial College of Engineering and Technology,"A.K.T Nagar, Neelamangalam, Villupuram(Dt.),Pin 606202",11.7,78.98,www.aktengg.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Viluppuram,VL,TN Central,Tamil Nadu
15,A.K.T. Memorial College of Engineering and Technology,"A.K.T Nagar, Neelamangalam, Villupuram(Dt.),Pin 606202",11.7,78.98,www.aktengg.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Viluppuram,VL,TN Central,Tamil Nadu
16,A.K.T. Memorial College of Engineering and Technology,"A.K.T Nagar, Neelamangalam, Villupuram(Dt.),Pin 606202",11.7,78.98,www.aktengg.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Viluppuram,VL,TN Central,Tamil Nadu
17,A.R. College of Engineering and Technology,"A R Nagar, Kadayam-Alangulam Road, Thirunelveli(Dt.),Pin 627423",8.83,77.4,www.arcet.org,Self Finance,Engineering,Civil,Civil Engineering,Tirunelveli,TI,TN South,Tamil Nadu
18,A.R. College of Engineering and Technology,"A R Nagar, Kadayam-Alangulam Road, Thirunelveli(Dt.),Pin 627423",8.83,77.4,www.arcet.org,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Tirunelveli,TI,TN South,Tamil Nadu
19,A.R. College of Engineering and Technology,"A R Nagar, Kadayam-Alangulam Road, Thirunelveli(Dt.),Pin 627423",8.83,77.4,www.arcet.org,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Tirunelveli,TI,TN South,Tamil Nadu
20,A.R. College of Engineering and Technology,"A R Nagar, Kadayam-Alangulam Road, Thirunelveli(Dt.),Pin 627423",8.83,77.4,www.arcet.org,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Tirunelveli,TI,TN South,Tamil Nadu
21,A.R. College of Engineering and Technology,"A R Nagar, Kadayam-Alangulam Road, Thirunelveli(Dt.),Pin 627423",8.83,77.4,www.arcet.org,Self Finance,Engineering,Mechanical,Automobile Engineering,Tirunelveli,TI,TN South,Tamil Nadu
22,A.R. College of Engineering and Technology,"A R Nagar, Kadayam-Alangulam Road, Thirunelveli(Dt.),Pin 627423",8.83,77.4,www.arcet.org,Self Finance,Engineering,Mechanical,Mechanical Engineering,Tirunelveli,TI,TN South,Tamil Nadu
23,A.R. College of Engineering and Technology,"A R Nagar, Kadayam-Alangulam Road, Thirunelveli(Dt.),Pin 627423",8.83,77.4,www.arcet.org,Self Finance,Engineering,Mechanical,Mechatronics,Tirunelveli,TI,TN South,Tamil Nadu
24,A.R. Engineering College,"NH 45C, Kappiyampuliyur, Vadakuchipalayam, Villupuram(Dt.),Pin 605601",12,79.54,www.arenggc.com,Self Finance,Engineering,Civil,Civil Engineering,Viluppuram,VL,TN Central,Tamil Nadu
25,A.R. Engineering College,"NH 45C, Kappiyampuliyur, Vadakuchipalayam, Villupuram(Dt.),Pin 605601",12,79.54,www.arenggc.com,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Viluppuram,VL,TN Central,Tamil Nadu
26,A.R. Engineering College,"NH 45C, Kappiyampuliyur, Vadakuchipalayam, Villupuram(Dt.),Pin 605601",12,79.54,www.arenggc.com,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Viluppuram,VL,TN Central,Tamil Nadu
27,A.R. Engineering College,"NH 45C, Kappiyampuliyur, Vadakuchipalayam, Villupuram(Dt.),Pin 605601",12,79.54,www.arenggc.com,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Viluppuram,VL,TN Central,Tamil Nadu
28,A.R. Engineering College,"NH 45C, Kappiyampuliyur, Vadakuchipalayam, Villupuram(Dt.),Pin 605601",12,79.54,www.arenggc.com,Self Finance,Engineering,Mechanical,Mechanical Engineering,Viluppuram,VL,TN Central,Tamil Nadu
29,A.R.J College of Engineering and Technology,"Thirumakkottai Main Road, Edayarnatham,Mannargudi, Thiruvarur(Dt.),Pin - 614001",10.7,79.44,www.arj.edu.in,Self Finance,Engineering,Civil,Civil Engineering,Tiruvarur,TR,TN Central,Tamil Nadu
30,A.R.J College of Engineering and Technology,"Thirumakkottai Main Road, Edayarnatham,Mannargudi, Thiruvarur(Dt.),Pin - 614001",10.7,79.44,www.arj.edu.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Tiruvarur,TR,TN Central,Tamil Nadu
31,A.R.J College of Engineering and Technology,"Thirumakkottai Main Road, Edayarnatham,Mannargudi, Thiruvarur(Dt.),Pin - 614001",10.7,79.44,www.arj.edu.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Tiruvarur,TR,TN Central,Tamil Nadu
32,A.R.J College of Engineering and Technology,"Thirumakkottai Main Road, Edayarnatham,Mannargudi, Thiruvarur(Dt.),Pin - 614001",10.7,79.44,www.arj.edu.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Tiruvarur,TR,TN Central,Tamil Nadu
33,A.R.J College of Engineering and Technology,"Thirumakkottai Main Road, Edayarnatham,Mannargudi, Thiruvarur(Dt.),Pin - 614001",10.7,79.44,www.arj.edu.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Tiruvarur,TR,TN Central,Tamil Nadu
34,A.S.L. Pauls College of Engineering and Technology,"Pauls Nagar, Othakalmandapam (via), Coimbatore(Dt.),Pin 641032",10.8,77.01,www.aslpauls.in,Self Finance,Engineering,Civil,Civil Engineering,Coimbatore,CO,TN West,Tamil Nadu
35,A.S.L. Pauls College of Engineering and Technology,"Pauls Nagar, Othakalmandapam (via), Coimbatore(Dt.),Pin 641032",10.8,77.01,www.aslpauls.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Coimbatore,CO,TN West,Tamil Nadu
36,A.S.L. Pauls College of Engineering and Technology,"Pauls Nagar, Othakalmandapam (via), Coimbatore(Dt.),Pin 641032",10.8,77.01,www.aslpauls.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Coimbatore,CO,TN West,Tamil Nadu
37,A.S.L. Pauls College of Engineering and Technology,"Pauls Nagar, Othakalmandapam (via), Coimbatore(Dt.),Pin 641032",10.8,77.01,www.aslpauls.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Coimbatore,CO,TN West,Tamil Nadu
38,A.S.L. Pauls College of Engineering and Technology,"Pauls Nagar, Othakalmandapam (via), Coimbatore(Dt.),Pin 641032",10.8,77.01,www.aslpauls.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Coimbatore,CO,TN West,Tamil Nadu
39,A.V.C College of Engineering,"Mannampandal, Mayiladuthurai(Tk.), Nagapattinam(Dt.),Pin 609305",11.1,79.69,www.avccengg.net,Self Finance,Engineering,Civil,Civil Engineering,Nagapattinam,NG,TN Central,Tamil Nadu
40,A.V.C College of Engineering,"Mannampandal, Mayiladuthurai(Tk.), Nagapattinam(Dt.),Pin 609305",11.1,79.69,www.avccengg.net,Self Finance,Engineering,Computer Science,Information Technology,Nagapattinam,NG,TN Central,Tamil Nadu
41,A.V.C College of Engineering,"Mannampandal, Mayiladuthurai(Tk.), Nagapattinam(Dt.),Pin 609305",11.1,79.69,www.avccengg.net,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Nagapattinam,NG,TN Central,Tamil Nadu
42,A.V.C College of Engineering,"Mannampandal, Mayiladuthurai(Tk.), Nagapattinam(Dt.),Pin 609305",11.1,79.69,www.avccengg.net,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Nagapattinam,NG,TN Central,Tamil Nadu
43,A.V.C College of Engineering,"Mannampandal, Mayiladuthurai(Tk.), Nagapattinam(Dt.),Pin 609305",11.1,79.69,www.avccengg.net,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Nagapattinam,NG,TN Central,Tamil Nadu
44,A.V.C College of Engineering,"Mannampandal, Mayiladuthurai(Tk.), Nagapattinam(Dt.),Pin 609305",11.1,79.69,www.avccengg.net,Self Finance,Engineering,Electrical,Instrumentation and Control Engineering,Nagapattinam,NG,TN Central,Tamil Nadu
45,A.V.C College of Engineering,"Mannampandal, Mayiladuthurai(Tk.), Nagapattinam(Dt.),Pin 609305",11.1,79.69,www.avccengg.net,Self Finance,Engineering,Mechanical,Mechanical Engineering,Nagapattinam,NG,TN Central,Tamil Nadu
46,A.V.P. College of Arts and Science,Chettipalayam Village,10.5,77.94,http://www.avpcas.org/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Coimbatore,CO,TN West,Tamil Nadu
47,AA Arts And Science College,"Koyambedu, Chennai.",13,80.14,http://alphagroup.edu/arts-science/index.php,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Chennai,CH,TN North,Tamil Nadu
48,AAA College of Engineering and Technology,"Kamarajar Educational Road, Amathur Village, Sivakasi, Virudhunagar(Dt.),Pin 626005",9.57,77.87,www.aaaenggcoll.ac.in,Self Finance,Engineering,Civil,Civil Engineering,Virudhunagar,VR,TN South,Tamil Nadu
49,AAA College of Engineering and Technology,"Kamarajar Educational Road, Amathur Village, Sivakasi, Virudhunagar(Dt.),Pin 626005",9.57,77.87,www.aaaenggcoll.ac.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Virudhunagar,VR,TN South,Tamil Nadu
50,AAA College of Engineering and Technology,"Kamarajar Educational Road, Amathur Village, Sivakasi, Virudhunagar(Dt.),Pin 626005",9.57,77.87,www.aaaenggcoll.ac.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Virudhunagar,VR,TN South,Tamil Nadu
51,AAA College of Engineering and Technology,"Kamarajar Educational Road, Amathur Village, Sivakasi, Virudhunagar(Dt.),Pin 626005",9.57,77.87,www.aaaenggcoll.ac.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Virudhunagar,VR,TN South,Tamil Nadu
52,AAA College of Engineering and Technology,"Kamarajar Educational Road, Amathur Village, Sivakasi, Virudhunagar(Dt.),Pin 626005",9.57,77.87,www.aaaenggcoll.ac.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Virudhunagar,VR,TN South,Tamil Nadu
53,AAB COLLEGE OF NURSING,"Arni - Vandavasi Rd, Thellur, Tamil Nadu 604404, India",12.5,79.58,,Self Finance,Medical,Allied Health Sciences,B.Sc. Nursing,Tiruvannamalai,TV,TN Central,Tamil Nadu
54,AADHI BHAGAWAN COLLEGE OF PHARMACY,"RANTHAM,CHEYYAR, SH 5, Randam, Tamil Nadu 604407, India",12.8,79.47,http://www.abcpharmacy.net.in/,Self Finance,Medical,Allied Health Sciences,B. Pharm,Tiruvannamalai,TV,TN Central,Tamil Nadu
55,Aalim Muhammed Salegh Academy of Architecture,"Nizara Educational campus, Muthapudupet, Avadi I.A.F., Thiruvallur(Dt.),Pin 600055",13.1,80.06,www.amsarch.ac.in,Self Finance,Engineering,Architecture,Architecture,Tiruvallur,TL,TN North,Tamil Nadu
56,Aalim Muhammed Salegh College of Engineering,"Nizara Educational Campus, Avadi IAF, Muthapudupet, Thiruvallur(Dt.),Pin 600055",13.1,80.06,www.aalimec.ac.in,Self Finance,Engineering,Civil,Civil Engineering,Tiruvallur,TL,TN North,Tamil Nadu
57,Aalim Muhammed Salegh College of Engineering,"Nizara Educational Campus, Avadi IAF, Muthapudupet, Thiruvallur(Dt.),Pin 600055",13.1,80.06,www.aalimec.ac.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Tiruvallur,TL,TN North,Tamil Nadu
58,Aalim Muhammed Salegh College of Engineering,"Nizara Educational Campus, Avadi IAF, Muthapudupet, Thiruvallur(Dt.),Pin 600055",13.1,80.06,www.aalimec.ac.in,Self Finance,Engineering,Computer Science,Information Technology,Tiruvallur,TL,TN North,Tamil Nadu
59,Aalim Muhammed Salegh College of Engineering,"Nizara Educational Campus, Avadi IAF, Muthapudupet, Thiruvallur(Dt.),Pin 600055",13.1,80.06,www.aalimec.ac.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Tiruvallur,TL,TN North,Tamil Nadu
60,Aalim Muhammed Salegh College of Engineering,"Nizara Educational Campus, Avadi IAF, Muthapudupet, Thiruvallur(Dt.),Pin 600055",13.1,80.06,www.aalimec.ac.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Tiruvallur,TL,TN North,Tamil Nadu
61,Aalim Muhammed Salegh College of Engineering,"Nizara Educational Campus, Avadi IAF, Muthapudupet, Thiruvallur(Dt.),Pin 600055",13.1,80.06,www.aalimec.ac.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Tiruvallur,TL,TN North,Tamil Nadu
62,AALIM MUHAMMED SALEGH POLYTECHNIC COLLEGE,"NIZARA EDUCATIONAL CAMPUS AVADI I.A.F, Muthapudupet, CHENNAI, Tamil Nadu 600055, India",13.1,80.06,www.amspolytechnic.ac.in,Self Finance,Polytechnic College,Polytechnic College,,Chennai,CH,TN North,Tamil Nadu
63,AAROORAN POLYTECHNIC COLLEGE,"Mayiladuthurai, Kangalachari, East Coast Rd, Surakkudi, Tamil Nadu 610101, India",10.8,79.64,http://aarooranpoly.com/,Self Finance,Polytechnic College,Polytechnic College,,Mayiladuthurai,MYD,TN Central,Tamil Nadu
64,"AARTHI SCANS PVT. LTD,","No.60, 100 feet Road,Vadapalani,Chennai - 600 026",13.1,80.21,https://aarthiscan.com/,Self Finance,Medical,Allied Health Sciences,B.Sc. Radiology and Imaging Technology,Chennai,CH,TN North,Tamil Nadu
65,Aavalurpettai Arts & Science College,"Aavalurpettai, Gingee.",12.3,79.24,,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Viluppuram,VL,TN Central,Tamil Nadu
66,ACCHUTHA INSTITUTE OF OPTOMETRY,Unit of Focus Eye Trust H-3 EVN RoadPeriyar Nagar Erode 638 009,11.3,77.72,http://acchuthaeyecare.com/cgi-sys/suspendedpage.cgi,Self Finance,Medical,Allied Health Sciences,B. Optom,Erode,ER,TN West,Tamil Nadu
67,ACHARYA POLYTECHNIC COLLEGE,"Salem, Tamil Nadu 637101, India",11.6,77.81,,Self Finance,Polytechnic College,Polytechnic College,,Salem,SA,TN West,Tamil Nadu
68,Adaikala Matha College,"Arun Nagar, Vallam.",10.7,79.05,http://www.amcvallam.com/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Thanjavur,TJ,TN Central,Tamil Nadu
69,Adarsh Vidyalaya Arts And Science College For Women,"Paruvachi Village, Bhavani Taluk.",11.5,77.62,http://www.kpnationalcollege.com/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Erode,ER,TN West,Tamil Nadu
70,Adavan Arts And Science College,"Adavan Nagar, Alattur.",13.1,80.28,,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Madurai,MDU,TN South,Tamil Nadu
71,Adhi College of Engineering and Technology,"No.6, Munu Adhi Nagar, Sanakarapuram, Near Oragadam, Kancheepuram(Dt.),Pin 631605",12.8,79.86,www.adhi.edu.in,Self Finance,Engineering,Civil,Civil Engineering,Kanchipuram,KC,TN North,Tamil Nadu
72,Adhi College of Engineering and Technology,"No.6, Munu Adhi Nagar, Sanakarapuram, Near Oragadam, Kancheepuram(Dt.),Pin 631605",12.8,79.86,www.adhi.edu.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Kanchipuram,KC,TN North,Tamil Nadu
73,Adhi College of Engineering and Technology,"No.6, Munu Adhi Nagar, Sanakarapuram, Near Oragadam, Kancheepuram(Dt.),Pin 631605",12.8,79.86,www.adhi.edu.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Kanchipuram,KC,TN North,Tamil Nadu
74,Adhi College of Engineering and Technology,"No.6, Munu Adhi Nagar, Sanakarapuram, Near Oragadam, Kancheepuram(Dt.),Pin 631605",12.8,79.86,www.adhi.edu.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Kanchipuram,KC,TN North,Tamil Nadu
75,Adhi College of Engineering and Technology,"No.6, Munu Adhi Nagar, Sanakarapuram, Near Oragadam, Kancheepuram(Dt.),Pin 631605",12.8,79.86,www.adhi.edu.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Kanchipuram,KC,TN North,Tamil Nadu
76,Adhi Parasakthi College of Science,"GB Nagar, Kalavai – 632 506.",12.2,78.55,http://www.apcasgbn.com/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Vellore,VE,TN North,Tamil Nadu
77,Adhiparasakthi Agricultural College,"G.B. Kalavai,, GB Nagar, Kurumudithangal, Tamil Nadu 632506, India",12.8,79.44,https://www.apahc.co.in/agriculture/agriculture.html,Self Finance,Agriculture,Agriculture,B.Sc. Hons. Agriculture,Vellore,VE,TN North,Tamil Nadu
78,Adhiparasakthi College of Engineering,"G.B.Nagar, Kalavai, Vellore(Dt.),Pin 632506",12.8,79.43,www.apce.in,Self Finance,Engineering,Civil,Civil Engineering,Vellore,VE,TN North,Tamil Nadu
79,Adhiparasakthi College of Engineering,"G.B.Nagar, Kalavai, Vellore(Dt.),Pin 632506",12.8,79.43,www.apce.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Vellore,VE,TN North,Tamil Nadu
80,Adhiparasakthi College of Engineering,"G.B.Nagar, Kalavai, Vellore(Dt.),Pin 632506",12.8,79.43,www.apce.in,Self Finance,Engineering,Computer Science,Information Technology,Vellore,VE,TN North,Tamil Nadu
81,Adhiparasakthi College of Engineering,"G.B.Nagar, Kalavai, Vellore(Dt.),Pin 632506",12.8,79.43,www.apce.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Vellore,VE,TN North,Tamil Nadu
82,Adhiparasakthi College of Engineering,"G.B.Nagar, Kalavai, Vellore(Dt.),Pin 632506",12.8,79.43,www.apce.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Vellore,VE,TN North,Tamil Nadu
83,Adhiparasakthi College of Engineering,"G.B.Nagar, Kalavai, Vellore(Dt.),Pin 632506",12.8,79.43,www.apce.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Vellore,VE,TN North,Tamil Nadu
84,"ADHIPARASAKTHI COLLEGE OF NURSING,Melmaruvathur","Melmaruvathur,Kancheepuram, Chennai, Tamil Nadu 603319, India",12.4,79.81,,Self Finance,Medical,Allied Health Sciences,B.Sc. Nursing,Kanchipuram,KC,TN North,Tamil Nadu
85,ADHIPARASAKTHI COLLEGE OF PHARMACY,"Melmaruvathur, Cheyyur Taluk, Kancheepuram District, Kesavarayanpettai, Tamil Nadu 603319, India",12.4,79.82,http://www.apcp.in/,Self Finance,Medical,Allied Health Sciences,B. Pharm,Kanchipuram,KC,TN North,Tamil Nadu
86,ADHIPARASAKTHI COLLEGE OF PHYSIOTHERAPY,"Melmaruvathur, Tamil Nadu 603319, India",12.4,79.81,,Self Finance,Medical,Allied Health Sciences,BPT Physiotherapy,Kanchipuram,KC,TN North,Tamil Nadu
87,Adhiparasakthi Dental College & Hospital,"Melmaruvathur, Tamil Nadu 603319, India",12.4,79.83,https://www.apdch.edu.in/,Self Finance,Medical,Dental,B.D.S.,Kanchipuram,KC,TN North,Tamil Nadu
88,Adhiparasakthi Engineering College,"Melmaruvathur,Cheyyur, Kancheepuram(Dt.),Pin - 603319",12.4,79.83,www.adhiparasakthi.in,Self Finance,Engineering,Chemical,Chemical Engineering,Kanchipuram,KC,TN North,Tamil Nadu
89,Adhiparasakthi Engineering College,"Melmaruvathur,Cheyyur, Kancheepuram(Dt.),Pin- 603319",12.4,79.83,www.adhiparasakthi.in,Self Finance,Engineering,Civil,Civil Engineering,Kanchipuram,KC,TN North,Tamil Nadu
90,Adhiparasakthi Engineering College,"Melmaruvathur,Cheyyur, Kancheepuram(Dt.),Pin- 603319",12.4,79.83,www.adhiparasakthi.in,Self Finance,Engineering,Computer Science,Information Technology,Kanchipuram,KC,TN North,Tamil Nadu
91,Adhiparasakthi Engineering College,"Melmaruvathur,Cheyyur, Kancheepuram(Dt.),Pin- 603319",12.4,79.83,www.adhiparasakthi.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Kanchipuram,KC,TN North,Tamil Nadu
92,Adhiparasakthi Engineering College,"Melmaruvathur,Cheyyur, Kancheepuram(Dt.),Pin- 603319",12.4,79.83,www.adhiparasakthi.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Kanchipuram,KC,TN North,Tamil Nadu
93,Adhiparasakthi Engineering College,"Melmaruvathur,Cheyyur, Kancheepuram(Dt.),Pin- 603319",12.4,79.83,www.adhiparasakthi.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Kanchipuram,KC,TN North,Tamil Nadu
94,Adhiparasakthi Engineering College,"Melmaruvathur,Cheyyur, Kancheepuram(Dt.),Pin- 603319",12.4,79.83,www.adhiparasakthi.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Kanchipuram,KC,TN North,Tamil Nadu
95,Adhiparasakthi Horticulture College,"632506, Kalavai - Valapandal Rd, GB Nagar, Tamil Nadu, India",12.8,79.44,https://www.apahc.co.in/horticulture/horticulture.html,Self Finance,Agriculture,Agriculture,B.Sc. Hons. Agriculture,Vellore,VE,TN North,Tamil Nadu
96,Adhiparasakthi Horticulture College,"632506, Kalavai - Valapandal Rd, GB Nagar, Tamil Nadu, India",12.8,79.44,https://www.apahc.co.in/horticulture/horticulture.html,Self Finance,Agriculture,Agriculture,B.Sc. Hons. Horticulture,Vellore,VE,TN North,Tamil Nadu
97,ADHIPARASAKTHI POLYTECHNIC COLLEGE,"SH 115, Melmaruvathur, Kanchipuram, Tamil Nadu 603319, India",12.4,79.82,https://www.aptcmmr.com/,Self Finance,Polytechnic College,Polytechnic College,,Kanchipuram,KC,TN North,Tamil Nadu
98,ADHITHYA POLYTECHNIC COLLEGE,"Ramakoodal, Pullagoundampatti, Sankari, Salem, Tamil Nadu 637104, India",11.5,77.72,,Self Finance,Polytechnic College,Polytechnic College,,Salem,SA,TN West,Tamil Nadu
99,Adhiyamaan College of Agriculture & Research,"Dr.M.G.R.Nagar, Hosur, Tamil Nadu 635109, India",12.7,77.87,,Self Finance,Agriculture,Agriculture,B.Sc. Hons. Agriculture,Krishnagiri,KR,TN North,Tamil Nadu
100,Adhiyamaan College of Engineering (Autonomous),"Dr. MGR Nagar, Hosur, Krishnagiri(Dt.),Pin635109",12.7,77.87,www.adhiyamaan.ac.in,Self Finance,Engineering,Architecture,Architecture,Krishnagiri,KR,TN North,Tamil Nadu
101,Adhiyamaan College of Engineering (Autonomous),"Dr. MGR Nagar, Hosur, Krishnagiri(Dt.),Pin635109",12.7,77.87,www.adhiyamaan.ac.in,Self Finance,Engineering,Bio Technology,Bio Medical Engineering,Krishnagiri,KR,TN North,Tamil Nadu
102,Adhiyamaan College of Engineering (Autonomous),"Dr. MGR Nagar, Hosur, Krishnagiri(Dt.),Pin635109",12.7,77.87,www.adhiyamaan.ac.in,Self Finance,Engineering,Bio Technology,Bio-Technology,Krishnagiri,KR,TN North,Tamil Nadu
103,Adhiyamaan College of Engineering (Autonomous),"Dr. MGR Nagar, Hosur, Krishnagiri(Dt.),Pin635109",12.7,77.87,www.adhiyamaan.ac.in,Self Finance,Engineering,Chemical,Chemical Engineering,Krishnagiri,KR,TN North,Tamil Nadu
104,Adhiyamaan College of Engineering (Autonomous),"Dr. MGR Nagar, Hosur, Krishnagiri(Dt.),Pin635109",12.7,77.87,www.adhiyamaan.ac.in,Self Finance,Engineering,Civil,Civil Engineering,Krishnagiri,KR,TN North,Tamil Nadu
105,Adhiyamaan College of Engineering (Autonomous),"Dr. MGR Nagar, Hosur, Krishnagiri(Dt.),Pin635109",12.7,77.87,www.adhiyamaan.ac.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Krishnagiri,KR,TN North,Tamil Nadu
106,Adhiyamaan College of Engineering (Autonomous),"Dr. MGR Nagar, Hosur, Krishnagiri(Dt.),Pin635109",12.7,77.87,www.adhiyamaan.ac.in,Self Finance,Engineering,Computer Science,Information Technology,Krishnagiri,KR,TN North,Tamil Nadu
107,Adhiyamaan College of Engineering (Autonomous),"Dr. MGR Nagar, Hosur, Krishnagiri(Dt.),Pin635109",12.7,77.87,www.adhiyamaan.ac.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Krishnagiri,KR,TN North,Tamil Nadu
108,Adhiyamaan College of Engineering (Autonomous),"Dr. MGR Nagar, Hosur, Krishnagiri(Dt.),Pin635109",12.7,77.87,www.adhiyamaan.ac.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Krishnagiri,KR,TN North,Tamil Nadu
